id	名称(name)	类型(type)	等级限制(levelLimit)	职业限制(profLimit)	出售价格(price)	配对物品(needItem)	包含物品(containItem)	宝石升级消耗(levelUpCost)	宝石升级概率(levelUpRate)	宝石升级目标(levelUpItem)	力量(strenght)	敏捷(agility)	智力(intellect)	耐力(stamina)	物品图标	升级目标最大消耗	物品描述	兑换需要熔炼值	品质	页面跳转	魂石经验	技能经验	英雄令任务	宝石类型	可镶嵌部位	宝石属性	新旧宝石功能列	宝石等级	升级宝石消耗	宝石兑换宝石卷	套装碎片卖水晶	图纸等级	部位
401010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
401100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi01	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
402010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
402100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi02	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
403010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
403100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi03	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
404010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
404100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi04	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
405010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
405100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi05	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
406010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
406100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi06	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
407010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
407100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi07	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
408010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
408100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi08	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
409010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409051	@Item_tuzhi05	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_5.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409052	@Item_tuzhi06	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_6.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409053	@Item_tuzhi07	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_7.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409061	@Item_tuzhi08	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_8.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409062	@Item_tuzhi09	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_9.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409063	@Item_tuzhi10	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_10.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409070	@Item_tuzhi11	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_11.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409080	@Item_tuzhi12	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_12.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409090	@Item_tuzhi13	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_13.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
409100	@Item_tuzhi14	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_14.png	0	@Item_Desc_tuzhi09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
410010	@Item_tuzhi01	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_1.png	0	@Item_Desc_tuzhi10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	150	0
410020	@Item_tuzhi02	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_2.png	0	@Item_Desc_tuzhi10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	150	0
410030	@Item_tuzhi03	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_3.png	0	@Item_Desc_tuzhi10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	150	0
410040	@Item_tuzhi04	36	0	0	100000	0	0	0	0	0	0	0	0	0	equipment/I_Drawing_4.png	0	@Item_Desc_tuzhi10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	150	0
